	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Ccdc166	2.518	3.106	2.724	2.56	0.591	0.431	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgoln1	111.792	101.567	91.9	95.671	141.475	119.793	101.334	117.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpg	53.537	63.659	52.546	56.3	12.34	15.047	11.262	18.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc158	0.584	0.455	1.121	0.876	0.095	0.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pifo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gna14	0.153	0	0.159	0.046	0	0.077	0.21	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nodal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnni3	5.591	4.222	5.795	4.448	2.371	5.186	5.708	3.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb4	0.092	0.114	0.301	0.762	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3f	1.025	0.383	0.809	0.605	0.86	1.098	1.286	1.842	4.742	3.006	4.926	5.087	3.243	3.755	4.151	3.642	10.733	3.809	4.408	5.99	4.035	10.856	2.031	9.254	4.553	5.041
Clca3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833418N02Rik	1.957	1.582	2.812	3.339	1.973	1.363	2.794	1.679	4.237	0.83	2.218	3.293	4.294	4.179	6.882	6.785	4.449	8.278	2.965	3.55	1.915	6.023	9.195	6.35	9.619	10.387
Mzt1	18.333	20.583	20.778	19.881	16.782	14.432	10.411	9.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysltr1	19.177	12.852	21.142	17.856	1.199	3.671	2.628	3.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35d1	8.66	7.787	7.732	7.496	4.317	4.86	4.211	5.838	7.885	5.987	10.129	7.116	9.956	6.887	11.871	9.242	2.86	2.925	3.609	4.527	3.575	4.102	6.268	5.079	4.683	5.419
Lyrm1	3.145	2.189	1.68	2.056	3.848	5.499	3.479	3.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2b	0.117	0.096	0.102	0.293	0.15	0.198	0.472	0.175	0.465	0.22	0.354	0.25	0.638	0.308	0.431	0.24	0.104	0.228	0	0	0	0.073	0	0	0	0
Plcg2	62.17	56.839	57.19	53.879	37.405	26.906	33.941	31.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid2	4.166	3.779	5.15	6.125	0.786	1.187	2.097	1.799	2.64	1.793	1.807	2.853	0.106	0.024	0.067	0.217	1.166	0	0	0.746	0.339	0	0	0	0	0
Zbtb24	5.604	4.962	5.847	6.948	3.483	2.358	2.541	2.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umps	12.82	15.411	9.485	8.835	5.992	3.589	2.86	3.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prnd	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwce	0	0.028	0.03	0.068	0	0	0.118	0.087	0.695	0.35	0.033	0.198	1.003	0.604	0.031	0.114	0	0	0	0.848	0	0.339	0	0	0.324	0.255
Cpxm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem150b	16.899	14.354	27.673	33.382	1.09	3.067	0.175	0.194	30.735	20.837	29.935	34.737	31.041	28.65	19.664	36.964	0	2.167	2.052	0	4.534	0.753	0	0	0.206	2.124
Gstt1	1.199	3.328	0.651	1.798	2.307	1.766	2.758	2.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhej1	5.146	5.289	5.265	7.165	1.32	4.022	1.691	1.407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col25a1	0	0	0	0.023	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eda2r	0	0	0.028	0	0	0	0.075	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacs2	39.845	42.662	42.071	32.644	26.022	20.753	23.835	17.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os2	0	0	0	0	0	0.447	0.102	0.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hadhb	4.953	4.381	7.297	7.952	4.543	3.411	4.316	2.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp7	520.004	342.535	322.813	311.9	646.565	919.575	662.042	386.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msi1	0.067	0	0.175	0	0	0	0	0	0	0	0.479	0.351	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0
Vmn1r142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6345	0.244	0.15	0.159	0.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce1	11.402	12.141	11.295	11.106	20.324	17.227	15.972	11.003	74.91	68.138	76.462	71.664	80.621	73.147	83.006	64.666	79.632	113.661	59.947	94.197	118.475	87.711	113.309	65.57	92.273	132.957
Neurod2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam19	0.061	0.189	0.28	0.276	0.307	0.31	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a1	2.273	2.711	2.927	2.846	3.901	3.91	1.896	2.963	0.975	0.422	1.32	1.218	0.978	0.736	0.654	0.879	0.549	0.875	1.519	2.901	0.559	1.114	2.677	1.88	1.373	0.175
Ssmem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn11	0.276	0.068	0.072	0	0.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4	0.142	0.105	0.074	0.043	15.997	7.971	6.917	3.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam107a	0.103	0	0	0	0	0	0.178	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt21	1.401	3.11	1.581	1.12	2.731	3.066	2.094	1.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16386	0.439	0.422	0.922	0.988	0.301	0.555	0.505	0.514	0.953	0.713	1.57	0.34	0.876	0.504	1.144	1.104	0	0.238	0.124	0.214	0.693	0.817	0.222	0.613	0	0
Fam71f1	0	0	0	0.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap2	86.957	96.927	73.502	74.766	107.131	67.994	61.935	70.989	142.475	111.556	144.509	139.71	134.726	113.816	155.854	125.656	56.182	82.325	67.07	93.109	75.359	80.849	70.291	87.583	48.326	83.444
Lexm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k6	0.048	0.089	0.436	0.323	0.258	0.302	4.829	3.388	0.244	0.221	0.479	0.959	1.171	1.517	1.616	2.806	5.878	9.874	6.751	10.696	4.752	27.002	27.683	33.278	34.973	19.95
Ccdc90b	14.349	14.015	13.613	12.365	6.745	12.789	5.825	6.71	31.179	28.435	24.404	30.548	30.829	29.202	24.519	31.551	6.616	9.987	10.533	14.516	8.242	6.641	13.801	10.081	13.617	8.813
9430037G07Rik	0.162	0.2	0.085	0.097	0	0.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glud1	183.034	162.562	193.885	185.2	94.24	94.843	88.067	69.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnrc2	32.897	45.517	50.169	49.654	43.846	37.576	34.632	27.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr12	28.624	38.11	51.266	63.8	12.687	12.703	22.956	20.246	151.661	133.305	148.929	161.854	179.676	143.332	180.078	176.63	39.876	42.274	64.771	45.809	39.406	52.866	40.21	57.058	49.1	53.133
1110038F14Rik	13.756	12.568	7.879	8.499	8.429	6.915	8.789	4.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg7	36.625	34.484	33.218	29.997	13.489	13.898	16.378	10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcc1	1.351	2.777	0.44	2.363	0.693	0	0.324	0	35.078	44.45	58.068	58.12	6.734	5.311	9.773	5.407	0	0	1.268	1.151	1.401	0	0.477	1.412	0.611	0.42
Agmo	27.315	23.49	42.773	43.915	7.92	18.702	24.558	21.35	56.223	47.664	52.232	46.843	53.279	47.299	59.65	48.51	23.923	31.461	29.337	24.137	25.784	25.754	26.384	34.845	24.578	16.621
4930518J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha2	4.576	2.206	0.925	0.552	0.02	0.398	0.181	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb1	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il33	0	0	0.159	0.183	12.85	12.547	55.294	45.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim1	0.146	0.14	0.695	1.359	0.436	0.858	0.949	0.867	3.378	2.164	4.926	1.636	2.667	3.437	4.907	2.088	0.388	0.756	1.258	1.774	3.625	2.076	1.47	2.005	1.186	1.313
Olfr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybphl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col7a1	1.043	1.105	0.782	0.697	0.794	1.002	0.997	0.955	0.327	0.819	0.389	0.454	0.481	0.836	0.344	0.494	0.453	1.126	0.153	1.143	0.44	0.885	1.215	0.053	1.27	0.381
Defa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edil3	0.136	0.024	1.286	0.581	0	0.147	0.868	0.259	0	0	0	0	0.474	1.113	1.121	0.973	0	0	0	0	0	0.288	0.633	0	0.237	0
6030443J06Rik	0.238	0.118	0.372	0.179	0	0.18	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top1mt	6.111	5.586	6.182	6.955	2.184	2.205	2.353	2.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc34a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankub1	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smco1	0.082	0	0	0	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a7	0.07	0	0	0	0.081	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn3	0.155	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xlr4b	3.146	1.663	2.107	1.483	0.277	1.589	0.31	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm7	0	0	0.156	0	2.671	2.72	0.826	0.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp981	0	0	0.175	0	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj15	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcmdc2	0.041	0.2	1.48	0.609	0.094	0.41	0	0.311	0.275	0.499	0.87	0	1.986	0.838	3.076	1.292	0	0	0	0	1.212	0	0	0	0.413	0
Fbxl8	3.691	6.896	6.22	7.814	2.882	0.548	2.528	0.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heatr1	21.427	19.242	18.443	18.14	21.126	18.577	22.084	21.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj10	140.473	129.994	42.763	41.842	9.953	7.696	2.596	3.353	391.426	277.031	380.03	384.081	179.823	119.005	168.69	186.294	23.593	13.536	32.896	27.303	10.355	9.74	4.914	5.765	8.726	4.291
Psg23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455D15Rik	0.064	0	0	0	0	0	0	0	0.108	0	0	0.334	0.417	0	0	0	0	1.741	0	0	0.859	0	1.625	0	0	0
Zkscan8	2.985	3.234	3.125	3.072	1.504	1.064	0.99	0.896	0.576	0.881	0.585	0.49	0.974	0.69	0.678	0.235	0.678	0.137	0.514	0.205	0	0.196	0	0	0.048	0
Glis1	0.107	0.044	0.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt13	9.779	8.299	12.174	11.027	3.913	3.457	2.699	3.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9	22.627	23.762	28.564	27.012	5.865	6.145	7.93	17.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl11	0	0	0	0	0	0.243	0.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem38b	8.405	8.988	6.999	7.41	12.297	14.939	6.41	6.903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insl5	0	0	0	0	0	0	0	0	0	0	0	0	1.479	0	0.833	0	0	0	0	0	0	0	3.294	0	0	0
Dcun1d2	11.057	12.547	9.392	10.815	3.482	2.32	2.23	2.799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	27.593	26.882	36.1	36.098	21.783	22.41	25.718	22.889	21.466	28.89	23.811	23.063	25.22	32.172	29.891	29.936	13.501	10.813	10.413	12.377	13.672	17.98	10.833	17.273	17.641	11.125
Nono	48.034	46.715	57.358	55.972	46.788	43.58	49.475	67.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoc4	2.006	5.196	4.441	8.724	4.94	12.158	8.306	15.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpcal4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capza3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmf	2.909	3.123	11.597	8.458	0.564	1.009	0.23	0.34	12.021	14.196	12.727	11.261	14.35	15.326	16.712	15.034	0.843	0.735	0.338	1.655	1.459	1.28	2.3	1.707	2.08	1.243
Cltc	164.573	142.495	155.798	158.825	145.048	141.172	146.454	151.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	23.554	20.53	22.477	20.336	28.713	34.411	32.8	25.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna3	13.819	16.005	18.416	19.011	51.78	43.67	61.08	85.792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adra1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam166b	0.383	0.473	0.3	0	0	0.194	0.397	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhac2	0	0.023	0.866	0.456	0	0	0.131	0.036	0.387	0.204	0.978	0.53	1.395	0.925	2.331	0.892	0	0	0	0	0	0	0.311	0	0	0
Fgf21	0	0.135	0	0	0	0	0	0	0.185	1.007	0.625	0	0.357	0.644	0	0.366	0	0	0	0	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab32	194.573	179.413	226.699	248.232	215.096	231.73	289.239	254.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ca	13.652	14.942	18.728	17.141	9.206	10.138	7.465	8.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a2	0	0	0	0	0.07	0.347	0.158	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ticam2	18.662	21.54	19.204	21.071	6.926	6.459	8.553	5.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10371	0	0	0.095	0.11	0	0	0	0	1.241	0.225	0	0	0.835	1.726	0.907	1.716	0	0	0	0	0	0	0	1.377	0.894	0
Ugt2b1	0.568	1.701	1.057	1.581	2.966	3.585	3.079	4.735	0.413	0.81	0.58	0.283	1.324	1.376	0.615	0.136	0	0	0.96	0.356	2.06	1.282	0	0.445	0.083	1.249
Dusp6	21.821	61.196	18.816	10.833	0.993	4.096	1.081	0.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car10	0	0	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddah2	0.921	1.325	1.499	1.151	0.472	1.55	1.059	0	2.084	0.236	2.193	2.675	1.628	2.603	3.702	2.057	0.613	2.988	2.334	2.018	7.564	1.142	1.394	4.574	0.938	5.691
Slc50a1	50.137	47.321	54.982	49.613	30.695	19.735	26.965	24.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13b	14.137	11.247	15.62	16.119	5.874	7.382	8.886	8.791	1.115	0.998	1.437	1.186	1.148	1.015	1.482	1.49	0.324	0.873	0.091	0.661	0.612	0.762	1.18	0.461	0.992	0.4
Chrac1	26.032	28.359	21.386	20.977	15.727	24.883	21.826	17.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom1	2.918	2.232	8.369	7.781	0.696	2.425	3.504	2.403	6.455	9.506	8.313	8.141	9.913	12.254	12.242	12.841	5.017	4.243	3.339	2.752	2.482	3.606	4.529	4.141	3.497	5.271
Gm15694	1.715	0.661	1.675	0.964	4.29	2.166	5.548	4.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Focad	7.607	8.19	7.528	6.468	2.231	3.209	2.161	3.082	5.952	4.758	4.399	6.892	5.373	3.061	5.229	5.698	2.825	2.439	1.996	1.373	2.085	1.564	2.634	2.442	1.421	1.052
Adsl	11.413	10.404	8.954	8.223	8.547	5.975	6.627	5.433	6.14	6.759	5.052	3.929	5.087	6.65	6.675	3.965	4.95	5.095	2.117	5.003	1.538	4.607	4.147	2.227	2.267	0.545
Fastkd5	3.551	4.46	5.345	4.641	3.685	4.443	3.147	4.925	6.081	4.706	6.984	5.734	3.615	4.035	7.318	5.24	3.905	3.489	5.946	5.641	4.427	3.211	4.143	4.241	4.179	4.148
Gja8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap31-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actl7b	0	0	0.095	0	0.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcz	0.048	0	0	0.036	0	0.121	0.041	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt12	1.196	1.229	1.493	2.167	0.729	0.755	0.602	0.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gprc5b	0	0	0	0.068	0.105	0.058	0.354	0.131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn4	0.293	0.241	0.127	0	0.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr1	28.546	6.868	62.029	54.675	3.098	22.702	12.847	7.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crnn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il7r	0.096	0.159	0.503	1.447	0.47	0.244	0.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcur1	32.946	28.748	33.651	33.136	16.86	18.841	15.609	17.359	178	169.642	181.397	175.697	178.663	150.183	175.36	175.181	100.98	87.806	92.779	92.664	66.289	71.13	72.805	67.83	61.056	47.029
Fermt2	1.2	1.208	1.851	1.516	2.455	5.504	4.142	7.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpgds	71.851	68.1	57.07	49.719	27.105	30.096	22.342	32.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	25.279	26.336	20.638	20.197	118.572	79.552	40.51	39.588	2.393	1.36	2.292	1.59	3.836	6.077	8.958	5.468	3.536	2.585	1.729	4.971	3.387	7.972	7.436	8.849	6.476	4.141
Klk13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc12	0	0.116	0.122	0	0	0.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gba2	16.479	14.55	23.442	21.111	2.343	3.622	3.232	1.792	7.798	5.532	7.697	7.447	6.495	7.251	8.471	8.485	1.871	2.622	4.155	0.385	2.186	2.776	1.436	0.459	1.252	1.515
Cyp26b1	0.26	0.294	1.413	0.846	0.017	0	0.187	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933413L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl3	1.029	2.142	1.591	1.929	1.287	4.548	3.107	8.001	0.218	0.988	0	0	0	0.948	0	0	0	0	0	0.564	0.768	0	0	0	0.524	0.72
Zfp768	6.01	10.017	9.679	7.155	4.555	2.897	4.274	2.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crnkl1	13.533	12.181	14.333	11.219	12.666	11.168	9.81	8.145	47.45	42.052	40.107	55.16	44.489	32.361	42.298	40.785	48.03	41.629	35.007	41.905	29.895	40.376	30.687	37.026	38.998	30.894
Sdc1	0.27	0.375	0.264	1.063	0.649	0.256	1.747	2.713	0.745	0.934	0.241	0.353	0.716	0.896	0.233	0.339	0	0.723	0	0.592	1.512	0	0.675	0	0.687	1.417
A530010L16Rik	1.662	0.854	5.05	4.362	0	0	0	0	13.632	10.855	8.116	14.723	2.938	3.676	2.291	3.481	0	0	0	0	0.414	0	0	0	0	0
Usp17la	0	0	0	0	0	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints1	17.438	18.635	15.766	14.112	9.787	6.88	8.797	7.527	31.617	29.842	31.605	33.992	31.283	31.881	33.411	33.151	16.037	24.735	13.319	15.391	10.901	14.737	17.812	13.755	17.265	11.375
