	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Ptgs2os2	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hadhb	99	71	112	106	118	27	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp7	3820	2040	1821	1528	6172	2675	2819	1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msi1	1	0	2	0	0	0	0	0	0	0	2.5	1.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Vmn1r142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6345	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce1	117	101	89	76	271	70	95	59	226.5	227.5	274.5	211	253.5	254.5	309	198	204.5	299.5	182	220.5	407	242	320	214.5	232.5	487.5
Neurod2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam19	2	5	7	6	13	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a1	91	88	90	76	203	62	44	62	11.5	5.5	18.5	14	12	10	9.5	10.5	5.5	9	18	26.5	7.5	12	29.5	24	13.5	2.5
Ssmem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn11	5	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4	5	3	2	1	731	111	141	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam107a	3	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt21	15	27	13	8	38	13	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16386	18	14	29	27	16	9	12	11	11.5	9.5	22.5	4	11	7	17	13.5	0	2.5	1.5	2	9.5	9	2.5	8	0	0
Fam71f1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap2	436	394	283	250	698	135	180	186	210.5	182	253.5	201	207	193.5	283.5	188	70.5	106	99.5	106.5	126.5	109	97	140	59.5	149.5
Lexm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k6	2	3	14	9	14	5	117	74	3	3	7	11.5	15	21.5	24.5	35	61.5	106	83.5	102	66.5	303.5	318.5	443.5	359	298
Ccdc90b	221	175	161	127	135	78	52	54	141.5	142.5	131.5	135	145.5	152.5	137	145	25.5	39.5	48	51	42.5	27.5	58.5	49.5	51.5	48.5
9430037G07Rik	5	5	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glud1	5590	4025	4547	3772	3740	1147	1559	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnrc2	608	682	712	612	1053	275	371	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr12	882	952	1213	1311	508	155	410	326	1377	1336.5	1605.5	1431	1696.5	1497.5	2013	1624	307.5	334.5	590.5	322	406.5	438	341	560.5	371.5	585
1110038F14Rik	216	160	95	89	172	43	80	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg7	1331	1016	927	727	637	200	345	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcc1	36	60	9	42	24	0	5	0	275.5	385.5	541.5	444.5	55	48	94.5	43	0	0	10	7	12.5	0	3.5	12	4	4
Agmo	568	396	683	609	214	154	296	232	344.5	322.5	380	279.5	339.5	333.5	450	301	124.5	168	180.5	114.5	179.5	144	151	231	125.5	123.5
4930518J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha2	174	68	27	14	1	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il33	0	0	3	3	410	122	787	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim1	9	7	33	56	35	21	34	28	61.5	43.5	106.5	29	50.5	72	110	38.5	6	12	23	25	75	34.5	25	39.5	18	29
Olfr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybphl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col7a1	92	79	53	41	91	35	51	44	8.5	23.5	12	11.5	13	25	11	13	10	25.5	4	23	13	21	29.5	1.5	27.5	12
Defa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edil3	7	1	51	20	0	3	26	7	0	0	0	0	7.5	19.5	21	15	0	0	0	0	0	4	9	0	3	0
6030443J06Rik	10	4	12	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top1mt	112	83	87	85	52	16	25	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc34a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankub1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smco1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a7	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xlr4b	35	15	18	11	4	7	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm7	0	0	1	0	29	9	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp981	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcmdc2	1	4	28	10	3	4	0	4	2	4	7.5	0	15	7	27.5	9.5	0	0	0	0	10	0	0	0	2.5	0
Fbxl8	68	103	88	96	69	4	27	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heatr1	1401	1020	926	791	1795	481	837	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj10	7375	5533	1724	1465	679	160	79	92	6055.5	4732.5	6980.5	5786	2893	2118.5	3213	2918.5	310	182.5	511	327	182	137.5	71	96.5	112.5	80.5
Psg23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455D15Rik	1	0	0	0	0	0	0	0	0.5	0	0	1.5	2	0	0	0	0	7	0	0	4.5	0	7	0	0	0
Zkscan8	255	224	205	175	167	36	49	40	14.5	24.5	17.5	12	25.5	20	21	6	14.5	3	13	4	0	4.5	0	0	1	0
Glis1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt13	250	172	239	188	130	35	40	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9	1339	1140	1298	1066	451	144	272	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl11	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem38b	233	202	149	137	443	164	103	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insl5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0
Dcun1d2	325	299	212	212	133	27	38	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	2360	1864	2371	2059	2421	759	1275	1023	541	804	712.5	566	661	933	927.5	764	289	237.5	263.5	241.5	391.5	413.5	255	471	370.5	340
Nono	1144	902	1049	889	1448	411	683	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoc4	10	21	17	29	32	24	24	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpcal4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capza3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmf	131	114	401	254	33	18	6	8	159.5	208	200.5	145.5	198	234	273	202	9.5	8.5	4.5	17	22	15.5	28.5	24.5	23	20
Cltc	10401	7301	7561	6694	11912	3533	5365	5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	726	513	532	418	1150	420	586	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna3	557	523	570	511	2712	697	1427	1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adra1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam166b	5	5	3	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhac2	0	1	35	16	0	0	4	1	6	3.5	18	8	22.5	16.5	44.5	14	0	0	0	0	0	0	4.5	0	0	0
Fgf21	0	1	0	0	0	0	0	0	0.5	3	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab32	3874	2896	3466	3296	5565	1827	3338	2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ca	1180	1047	1243	988	1034	347	374	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a2	0	0	0	0	2	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ticam2	591	553	467	445	285	81	157	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10371	0	0	1	1	0	0	0	0	5	1	0	0	3.5	8	4.5	7	0	0	0	0	0	0	0	6	3	0
Ugt2b1	14	34	20	26	95	35	44	61	3	6.5	5	2	10	11.5	5.5	1	0	0	7	2	17	8.5	0	3.5	0.5	11
Dusp6	592	1346	392	196	35	44	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddah2	12	14	15	10	8	8	8	0	8	1	10	10	6.5	11.5	17.5	8	2	10	9	6	33	4	5	19	3	26.5
Slc50a1	494	378	416	326	393	77	154	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13b	1828	1179	1551	1390	987	378	666	594	42.5	42	65	44	45.5	44.5	69.5	57.5	10.5	29	3.5	19.5	26.5	26.5	42	19	31.5	18.5
Chrac1	214	189	135	115	168	81	104	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom1	158	98	348	281	49	52	110	68	103	167.5	157.5	126.5	164.5	225	240.5	207.5	68	59	53.5	34	45	52.5	67.5	71.5	46.5	102
Gm15694	16	5	12	6	52	8	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Focad	425	371	323	241	162	71	70	90	98	86.5	86	110.5	92	58	106	95	39.5	35	33	17.5	39	23.5	40.5	43.5	19.5	21
Adsl	410	303	247	197	399	85	138	102	65	79	63.5	40.5	56	81	87	42.5	44.5	47	22.5	41	18.5	44.5	41	25.5	20	7
Fastkd5	109	111	126	95	147	54	56	79	55	47	75	50.5	34	42	81.5	48	30	27.5	54	39.5	45.5	26.5	35	41.5	31.5	45.5
Gja8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap31-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actl7b	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcz	2	0	0	1	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt12	48	40	46	58	38	12	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gprc5b	0	0	0	2	6	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn4	3	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr1	851	166	1420	1087	120	268	222	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crnn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il7r	3	4	12	30	19	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcur1	1391	984	1091	933	925	315	382	383	2214.5	2330.5	2679.5	2128.5	2311.5	2150	2686	2207	1067	952	1159	892.5	937	807.5	846	913	633	709.5
Fermt2	38	31	45	32	101	69	76	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpgds	2297	1765	1401	1060	1126	381	414	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	914	772	573	487	5571	1139	849	748	25.5	16	29	16.5	42.5	74.5	117.5	59	32	24	18.5	41	41	77.5	74	102	57.5	53.5
Klk13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc12	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gba2	563	403	615	481	104	49	64	32	78.5	61.5	92	73	68	84	105	86.5	16	23	42	3	25	25.5	13.5	5	10.5	18.5
Cyp26b1	12	11	50	26	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933413L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl3	16	27	19	20	26	28	28	65	1	5	0	0	0	5	0	0	0	0	0	2	4	0	0	0	2	4
Zfp768	131	177	162	104	129	25	54	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crnkl1	407	297	331	225	495	133	171	128	420.5	411.5	422	476	410	330	461.5	366	361.5	321.5	311.5	287.5	301	326.5	254	355	288	332
Sdc1	8	9	6	21	25	3	30	42	6.5	9	2.5	3	6.5	9	2.5	3	0	5.5	0	4	15	0	5.5	0	5	15
A530010L16Rik	12	5	28	21	0	0	0	0	29	25.5	20.5	30.5	6.5	9	6	7.5	0	0	0	0	1	0	0	0	0	0
Usp17la	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints1	1197	1037	831	646	873	187	350	270	639.5	666.5	759	669.5	658	742	832	679	275.5	436	270.5	241	250.5	272	336.5	301	291	279
Ccng2	296	294	348	324	219	152	276	595	172.5	228.5	322.5	182	224.5	218	300.5	188.5	138.5	177	300.5	253.5	197.5	192.5	184	397	214.5	190.5
Ciapin1	384	304	139	129	379	99	101	63	133	142.5	149	113	67.5	109.5	80.5	72	50	122	84	89	80	58.5	100.5	29	39.5	45
1600002K03Rik	63	64	43	28	79	17	27	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt1	137	99	123	96	33	20	30	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt61b	31	27	19	16	67	22	37	24	50	69	50.5	26.5	66	66.5	64	66.5	49.5	52	67	62.5	75	59.5	78.5	60.5	43	70
Trappc2	40	30	24	14	46	10	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a6	0	0	2	7	3	2	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npm1	767	628	647	534	1243	361	428	305	373.5	462	552	458.5	382	458	547	454.5	362	406	513	438	483.5	360.5	396	505.5	443	481.5
Hist1h4k	2	2	2	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wtap	537	517	375	269	1577	451	556	460	97.5	76.5	72.5	67.5	257.5	211.5	293.5	198	79.5	59.5	156.5	90.5	74.5	300.5	221	374	252.5	284.5
Zfpm1	184	99	167	120	21	18	29	22	20.5	17	15	16	2	12.5	7	4.5	0	8	4	0	0	0	0	0	0	5
Hhatl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim3	172	239	172	154	215	73	69	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flvcr1	656	450	983	832	1116	345	567	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb25	114	89	91	70	61	14	34	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11532	6	7	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98a	292	230	211	164	322	44	87	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcamr	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rorc	0	1	1	8	0	2	2	8	1.5	2	1	1.5	1.5	2	1	1.5	2	0	0	1	1	2	0	0	1	1
Raph1	1599	1257	855	593	2333	475	797	664	594	489	810	490.5	552	420	705	480.5	349	353	419.5	563	273	275	336	397	535	295.5
Eps8	20	9	17	13	23	7	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C530044C16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigo	428	292	248	243	162	41	67	39	203.5	171	210	191	154.5	169.5	199.5	172.5	34.5	87	35.5	47.5	76.5	19	30.5	36	42.5	49.5
Wfdc2	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	5.5	1	0	0	0	0
Asnsd1	588	500	564	446	425	125	125	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrat	35	22	69	31	28	5	46	8	43.5	10.5	68.5	49	42.5	15.5	74.5	58.5	0	4	3	5.5	0.5	1	22	16	2.5	0
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp1bb	3	0	0	1	11	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ces4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb41	290	204	306	252	387	97	180	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb15b1	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn3	342	269	177	186	367	90	102	55	271	271.5	348	323.5	304.5	355.5	335	326.5	186	168	199.5	133	263.5	129	184.5	258.5	143	254.5
Nup37	66	58	50	25	86	11	6	10	31.5	41	36	31	31.5	41	37	31	8	10	18	22	23	8	10	18	22	23
Dctn1	2053	1667	1390	1181	1657	465	617	509	1317	1419.5	1610	1501	1571.5	1648	1867	1707.5	827	862.5	913	740.5	817.5	971	1059.5	1028.5	804.5	1007
Akr1cl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mymk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yipf3	898	740	708	618	849	204	316	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp18	25	25	7	13	0	1	0	0	1.5	3	4.5	1.5	0	4.5	1	4.5	0	0	0	0	0	0	0	0	0	0
Gm17727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh24	17	16	31	50	10	3	15	11	22.5	36.5	41	29	42.5	76	52	49	34	2	8.5	33	21	51	26.5	12	17	30
Tarm1	0	0	0	0	0	2	3	14	0	0	0	0	0	0	0	0	16.5	0	18	2.5	0	41	11	13	23	22
Gm13212	18	7	232	184	12	23	56	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xlr	128	122	80	61	109	47	50	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexim1	475	514	468	323	295	95	101	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peg12	46	40	7	6	23	1	0	0	0	1	0	0	5.5	5.5	0	1.5	0	0	0	0	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp1	4773	3683	3433	3186	2279	720	904	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cux2	36	34	4	6	5	5	7	2	3.5	4.5	7	1	4.5	4	4.5	2	0	0	10	0	0	0	0	0	0	0
Cplx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap1a	215	169	157	129	231	48	63	45	121.5	119.5	160.5	123	178	121.5	160	127	22.5	39	35.5	40	45.5	27	29	41	32.5	59.5
Igsf1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcu	225	164	138	94	167	49	45	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gprin3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmsan1	729	705	1025	873	928	364	670	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130006D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc136	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC048507	7	6	2	4	7	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI197445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
